image_path,label,label_id,split
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/197.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/163.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0345.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/112.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/338.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0078.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0094.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/155.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0081.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/424.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/238.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0093.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/88.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0233.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/217.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0213.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0065.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/195.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0000.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0290.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/25.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0188.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0056.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/240.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/72.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/10.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0161.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/173.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0185.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/23.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0191.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0033.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0088.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/275.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0302.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/72.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0081.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/9.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0190.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/40.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0328.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/275.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/313.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0057.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0071.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/517.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0071.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0188.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/60.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0169.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/4.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0005.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0338.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/10.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/212.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/351.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/192.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0348.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0330.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/213.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/2.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/60.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0158.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0380.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/476.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0362.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/423.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0124.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0157.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/187.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/303.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0074.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/202.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0036.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/215.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0287.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0214.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0124.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0142.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/144.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/1.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0147.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0216.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/125.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/220.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0003.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0263.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/add (8).jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0091.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/13.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/454.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0201.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0087.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0335.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0023.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0229.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0250.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/24.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/189.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/139.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/15.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/25.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/423.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/357.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0003.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0198.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0111.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/221.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/232.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/3.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0030.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/65.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/82.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0005.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/196.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/434.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0177.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0078.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0165.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/45.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0366.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0134.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0298.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/2.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/255.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/285.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/172.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/192.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z441.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/142.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0071.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0498.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0124.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0399.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/205.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/76.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/115.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0411.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0107.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0548.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0387.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0125.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0107.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/67.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0166.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0023.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0322.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/31.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/44.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0068.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/39.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/156.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/135.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/398.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0210.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0282.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/4.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0081.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/133.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0180.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/82.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0099.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/218.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/29.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/173.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0043.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0045.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0339.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0160.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/94.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0325.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/154.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/127.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/16.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0126.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0041.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0090.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z121.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/151 - Copy.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0256.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0002.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/474.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0084.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/373.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0156.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/273.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/146.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/349.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0253.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/26.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/105.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/44.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/163.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/258.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/30.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/379.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0045.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/51.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/513.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/171.jpg,tomato late blight,14,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/108.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0406.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0013.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/199 - Copy.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/67 - Copy.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0205.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z64.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0136.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0029.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0211.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/266.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/91.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/98.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z420.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0104.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0126.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0018.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/45.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/48.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/402.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0160.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/136.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0249.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/319.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0190.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/58 - Copy.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/500.jpg,cabbage leaf,4,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0055.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/163.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0192.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0098.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/33.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/413.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/327.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0189.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0225.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0228.jpg,apple rust,1,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/100.jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0236.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0087.jpg,citrus canker,6,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0091.jpg,cherry leaf,5,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0314.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/130.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/316.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/151 - Copy (5).jpg,grape downy mildew,9,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/188.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0127.jpg,corn smut,7,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/383.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/86.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/428.jpg,basil leaf,3,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0254.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0155.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z228.jpg,squash leaf,12,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0076.jpg,maple leaf,10,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0272.jpg,cucumber leaf,8,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/170.jpg,apple leaf,0,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0332.jpg,apple scab,2,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/164.jpg,plum leaf,11,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0223.jpg,tomato early blight,13,train
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/49.jpg,basil leaf,3,train
